running ID,Niskin_Id,grouping_col,Event,Latitude,Longitude,Bottle,Date,Potemp090C,Potemp190C,PrDM,DepSM,T090C,T190C,Sal00,Sal11,Sbeox0_umol/L,Sbeox1_umol/L,FlECO-AFL,Spalte1,Depth_(m),Fix_Temp_C,C(O2)_umol/L,Flag,Fix_Temp_C_dup,C(O2)_umol/L_dup,Flag_dup,NO3+NO2_mean,QF,NO3+NO2_std,QF.1,NO3+NO2_CF,QF.2,NO3+NO2_c_mean,QF.3,NO3+NO2_c_std,QF.4,NO2_mean,QF.5,NO2_std,QF.6,NO2_CF,QF.7,NO2_c_mean,QF.8,NO2_c_std,QF.9,Si(OH)4_mean,QF.10,Si(OH)4_std,QF.11,Si(OH)4_CF,QF.12,Si(OH)4_c_mean,QF.13,Si(OH)4_c_std,QF.14,PO4_mean,QF.15,PO4_std,QF.16,PO4_CF,QF.17,PO4_c_mean,QF.18,PO4_c_std,QF.19,NH4_mean,QF.20,NH4_std,QF.21,NH4_CF,QF.22,NH4_c_mean,QF.23,NH4_c_std,QF.24,TDN_mean,QF.25,TDN_std,QF.26,TDN_CF,QF.27,TDN_c_mean,QF.28,TDN_c_std,QF.29,TDP_mean,QF.30,TDP_std,QF.31,TDP_CF,QF.32,TDP_c_mean,QF.33,TDP_c_std,QF.34,Density_at_lab_temp,Density_Anomaly_at_lab_temp,Density_at_fix_temp,NO3+NO2_c_mean_umolkg,NO3+NO2_c_std_umolkg,NO2_c_mean_umolkg,NO2_c_std_umolkg,Si(OH)4_c_mean_umolkg,Si(OH)4_c_std_umolkg,PO4_c_mean_umolkg,PO4_c_std_umolkg,NH4_c_mean_umolkg,NH4_c_std_umolkg,TDN_c_mean_umolkg,TDN_c_std_umolkg,TDP_c_mean_umolkg,TDP_c_std_umolkg,C(O2)_umol/L_umolkg
323,PS138_109-1-N11,PS138_109-1_23,PS138_109-1,85.033489,130.013152,11,Aug 29 2023,-1.6536,-1.6494,23.11,22.861,-1.6532,-1.649,33.2093,33.137,383.04,387.39,0.9034,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.695614,1.023695614,,,,,,,,,,,,,,,,
324,PS138_109-1-N12,PS138_109-1_23,PS138_109-1,85.033489,130.013152,12,Aug 29 2023,-1.6516,-1.6497,23.112,22.864,-1.6511,-1.6493,33.1437,33.1227,385.64,388.01,0.8851,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.645264,1.023645264,,,,,,,,,,,,,,,,
325,PS138_109-1-N13,PS138_109-1_23,PS138_109-1,85.033489,130.013152,13,Aug 29 2023,-1.6507,-1.651,23.111,22.862,-1.6502,-1.6505,33.1339,33.1374,384.56,387.93,0.896,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.637742,1.023637742,,,,,,,,,,,,,,,,
326,PS138_109-1-N14,PS138_109-1_23,PS138_109-1,85.033489,130.013152,14,Aug 29 2023,-1.652,-1.6499,23.11,22.861,-1.6515,-1.6494,33.1254,33.1347,385.44,388.68,0.8725,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.631218,1.023631218,,,,,,,,,,,,,,,,
327,PS138_109-1-N15,PS138_109-1_23,PS138_109-1,85.033489,130.013152,15,Aug 29 2023,-1.6533,-1.6517,23.107,22.859,-1.6528,-1.6513,33.146,33.1507,385.24,388.1,0.8295,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.647029,1.023647029,,,,,,,,,,,,,,,,
328,PS138_109-1-N16,PS138_109-1_23,PS138_109-1,85.033489,130.013152,16,Aug 29 2023,-1.6514,-1.6473,23.105,22.857,-1.651,-1.6468,33.1429,33.1444,383.86,387.99,0.8754,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.64465,1.02364465,,,,,,,,,,,,,,,,
329,PS138_109-1-N17,PS138_109-1_23,PS138_109-1,85.033489,130.013152,17,Aug 29 2023,-1.6498,-1.6492,23.106,22.857,-1.6494,-1.6488,33.153,33.1343,384.9,387.94,0.9515,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.652402,1.023652402,,,,,,,,,,,,,,,,
330,PS138_109-1-N18,PS138_109-1_23,PS138_109-1,85.033489,130.013152,18,Aug 29 2023,-1.6466,-1.6493,23.1,22.852,-1.6461,-1.6489,33.1254,33.1428,384.71,388.17,0.8662,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.631218,1.023631218,,,,,,,,,,,,,,,,
331,PS138_109-1-N19,PS138_109-1_23,PS138_109-1,85.033489,130.013152,19,Aug 29 2023,-1.6487,-1.6474,23.113,22.865,-1.6482,-1.647,33.1365,33.1394,384.9,388.23,0.9263,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.639738,1.023639738,,,,,,,,,,,,,,,,
332,PS138_109-1-N20,PS138_109-1_23,PS138_109-1,85.033489,130.013152,20,Aug 29 2023,-1.6456,-1.6423,23.111,22.862,-1.6452,-1.6419,33.1397,33.1433,385.11,388,0.9458,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.642194,1.023642194,,,,,,,,,,,,,,,,
333,PS138_109-1-N21,PS138_109-1_23,PS138_109-1,85.033489,130.013152,21,Aug 29 2023,-1.6527,-1.6426,23.1,22.851,-1.6523,-1.6422,33.1525,33.1455,384.01,388.86,0.9406,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.652018,1.023652018,,,,,,,,,,,,,,,,
334,PS138_109-1-N22,PS138_109-1_23,PS138_109-1,85.033489,130.013152,22,Aug 29 2023,-1.647,-1.6417,23.111,22.862,-1.6465,-1.6413,33.1383,33.1397,384.63,388.37,1.0192,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.641119,1.023641119,,,,,,,,,,,,,,,,
335,PS138_109-1-N23,PS138_109-1_23,PS138_109-1,85.033489,130.013152,23,Aug 29 2023,-1.6518,-1.6383,23.108,22.86,-1.6514,-1.6379,33.1232,33.1438,384.5,388.54,0.9848,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.629529,1.023629529,,,,,,,,,,,,,,,,
336,PS138_109-1-N24,PS138_109-1_23,PS138_109-1,85.033489,130.013152,24,Aug 29 2023,-1.6519,-1.6395,23.101,22.852,-1.6515,-1.6391,33.1251,33.1285,385.57,388.37,0.904,23,,,,,,,,0.782,2,0.005,2,1.121,2,0.876,2,0.006,2,0.062,2,0.001,2,0.985,2,0.062,2,0,2,1.647,2,0.007,2,1.129,2,1.86,2,0.008,2,0.217,2,0.005,2,1.034,2,0.224,2,0.005,2,0.233,2,0.003,2,0.983,2,0.23,2,0.003,2,5.621,2,0.01,2,1.06,2,5.961,2,0.011,2,0.298,2,0.004,2,0.976,2,0.291,2,0.003,2,1023.630988,1.023630988,,0.856,0.006,0.061,0,1.817,0.008,0.219,0.005,0.225,0.003,5.823,0.011,0.284,0.003,
337,PS138_113-1-N1,PS138_113-1_200,PS138_113-1,85.038758,129.967674,1,Aug 29 2023,1.2101,1.2057,202.293,200.031,1.2197,1.2153,34.8151,34.8157,299.7,301.13,-0.0543,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.928122,1.024928122,,,,,,,,,,,,,,,,
338,PS138_113-1-N2,PS138_113-1_200,PS138_113-1,85.038758,129.967674,2,Aug 29 2023,1.2103,1.2079,202.29,200.028,1.2199,1.2175,34.8145,34.8142,298.9,301.58,-0.0549,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.927661,1.024927661,,,,,,,,,,,,,,,,
339,PS138_113-1-N3,PS138_113-1_200,PS138_113-1,85.038758,129.967674,3,Aug 29 2023,1.2098,1.2089,202.291,200.029,1.2194,1.2185,34.8151,34.8126,299.4,301.28,-0.0543,200,200,0.6,309.3,2,0.6,309.3,2,10.516,2,0.003,2,1.121,2,11.785,2,0.003,2,-0.008,2,0.001,2,0.985,2,-0.008,2,0.001,2,4.371,2,0.001,2,1.129,2,4.937,2,0.001,2,0.766,2,0.004,2,1.034,2,0.792,2,0.004,2,-0.014,2,0,2,0.983,2,-0.014,2,0,2,13.571,2,0.027,2,1.06,2,14.392,2,0.029,2,0.777,2,0.003,2,0.976,2,0.758,2,0.003,2,1024.928122,1.024928122,1028.500429,11.498,0.003,-0.008,0.001,4.817,0.001,0.773,0.004,-0.014,0,14.042,0.028,0.74,0.003,300.729
340,PS138_113-1-N4,PS138_113-1_150,PS138_113-1,85.038758,129.967674,4,Aug 29 2023,0.8569,0.83,151.819,150.14,0.8636,0.8367,34.7275,34.7197,299.95,301.96,-0.0463,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.860886,1.024860886,,,,,,,,,,,,,,,,
341,PS138_113-1-N5,PS138_113-1_150,PS138_113-1,85.038758,129.967674,5,Aug 29 2023,0.8486,0.8284,151.818,150.138,0.8553,0.8351,34.7399,34.7133,300.23,302.18,-0.0503,150,150,0.4,308.7,2,,,,10.127,2,0.003,2,1.121,2,11.349,2,0.003,2,-0.003,2,0.001,2,0.985,2,-0.003,2,0.001,2,4.165,2,0.001,2,1.129,2,4.704,2,0.001,2,0.752,2,0.001,2,1.034,2,0.777,2,0.001,2,-0.013,2,0.002,2,0.983,2,-0.012,2,0.002,2,13.231,2,0.015,2,1.06,2,14.031,2,0.016,2,0.758,2,0.002,2,0.976,2,0.739,2,0.001,2,1024.870403,1.024870403,1028.454715,11.074,0.003,-0.003,0.001,4.59,0.001,0.758,0.001,-0.012,0.002,13.691,0.016,0.721,0.001,300.159
342,PS138_113-1-N6,PS138_113-1_100,PS138_113-1,85.038758,129.967674,6,Aug 29 2023,-0.3821,-0.2696,101.605,100.493,-0.3788,-0.2662,34.4739,34.4875,311.1,312.44,-0.0268,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.666239,1.024666239,,,,,,,,,,,,,,,,
343,PS138_113-1-N7,PS138_113-1_100,PS138_113-1,85.038758,129.967674,7,Aug 29 2023,-0.3195,-0.3939,101.609,100.497,-0.3162,-0.3906,34.4579,34.4773,310.08,314.25,-0.0262,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.653958,1.024653958,,,,,,,,,,,,,,,,
344,PS138_113-1-N8,PS138_113-1_100,PS138_113-1,85.038758,129.967674,8,Aug 29 2023,-0.3921,-0.4491,101.606,100.494,-0.3888,-0.4459,34.4517,34.4536,311.09,313.67,-0.0423,100,100.5,-0.3,317.8,2,,,,8.12,2,0.014,2,1.121,2,9.1,2,0.015,2,-0.001,2,0,2,0.985,2,-0.001,2,0,2,3.314,2,0.002,2,1.129,2,3.743,2,0.002,2,0.643,2,0.001,2,1.034,2,0.665,2,0.001,2,-0.009,2,0,2,0.983,2,-0.008,2,0,2,11.37,2,0,2,1.06,2,12.058,2,0,2,0.658,2,0.003,2,0.976,2,0.642,2,0.003,2,1024.649199,1.024649199,1028.269085,8.881,0.015,-0.001,0,3.653,0.002,0.649,0.001,-0.008,0,11.768,0,0.627,0.003,309.063
345,PS138_113-1-N9,PS138_113-1_75,PS138_113-1,85.038758,129.967674,9,Aug 29 2023,-1.05,-1.0954,75.766,74.941,-1.0481,-1.0934,34.3128,34.2949,319.52,322.57,-0.0273,75,75,-1,329,2,,,,6.613,2,0.006,2,1.121,2,7.41,2,0.006,2,0.001,2,0.001,2,0.985,2,0,2,0,2,2.846,2,0,2,1.129,2,3.213,2,0.001,2,0.562,2,0.005,2,1.034,2,0.581,2,0.005,2,0.014,2,0.002,2,0.983,2,0.014,2,0.002,2,10.286,2,0.01,2,1.06,2,10.908,2,0.011,2,0.576,2,0.001,2,0.976,2,0.562,2,0.001,2,1024.542589,1.024542589,1028.199109,7.232,0.006,0,0,3.136,0.001,0.567,0.005,0.014,0.002,10.647,0.011,0.549,0.001,319.977
346,PS138_113-1-N10,PS138_113-1_50,PS138_113-1,85.038758,129.967674,10,Aug 29 2023,-1.5917,-1.6651,50.757,50.207,-1.5907,-1.6641,33.9476,33.8616,340.34,340.41,0.03,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.262285,1.024262285,,,,,,,,,,,,,,,,
347,PS138_113-1-N11,PS138_113-1_50,PS138_113-1,85.038758,129.967674,11,Aug 29 2023,-1.6766,-1.6854,50.756,50.207,-1.6756,-1.6844,33.9055,33.8284,348.37,352.24,0.0575,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.229972,1.024229972,,,,,,,,,,,,,,,,
348,PS138_113-1-N12,PS138_113-1_50,PS138_113-1,85.038758,129.967674,12,Aug 29 2023,-1.5792,-1.6605,50.751,50.202,-1.5781,-1.6595,33.9433,33.8635,340.69,351.85,0.0306,50,50,-1.4,351.4,2,,,,4.175,2,0.006,2,1.121,2,4.678,2,0.006,2,0.011,2,0.001,2,0.985,2,0.011,2,0,2,2.845,2,0.002,2,1.129,2,3.213,2,0.003,2,0.416,2,0,2,1.034,2,0.43,2,0,2,-0.012,2,0.002,2,0.983,2,-0.012,2,0.002,2,8.075,2,0.006,2,1.06,2,8.563,2,0.006,2,0.459,2,0.003,2,0.976,2,0.447,2,0.002,2,1024.258985,1.024258985,1027.914903,4.567,0.006,0.011,0,3.137,0.003,0.42,0,-0.012,0.002,8.36,0.006,0.436,0.002,341.857
349,PS138_113-1-N13,PS138_113-1_23,PS138_113-1,85.038758,129.967674,13,Aug 29 2023,-1.6471,-1.65,22.837,22.591,-1.6467,-1.6496,33.1867,33.2231,382.58,386.71,0.7745,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.678268,1.023678268,,,,,,,,,,,,,,,,
350,PS138_113-1-N14,PS138_113-1_23,PS138_113-1,85.038758,129.967674,14,Aug 29 2023,-1.6437,-1.645,22.839,22.593,-1.6433,-1.6446,33.1745,33.1515,386.31,388.08,0.8266,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.668904,1.023668904,,,,,,,,,,,,,,,,
351,PS138_113-1-N15,PS138_113-1_23,PS138_113-1,85.038758,129.967674,15,Aug 29 2023,-1.6452,-1.647,22.837,22.591,-1.6448,-1.6466,33.1719,33.2156,385.17,388.71,0.7539,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.666908,1.023666908,,,,,,,,,,,,,,,,
352,PS138_113-1-N16,PS138_113-1_23,PS138_113-1,85.038758,129.967674,16,Aug 29 2023,-1.645,-1.6463,22.837,22.592,-1.6446,-1.6459,33.17,33.1985,385.74,388.82,0.7722,23,23,-1.4,392.3,2,-1.4,392.3,2,0.64,2,0.001,2,1.121,2,0.718,2,0.001,2,0.056,2,0.002,2,0.985,2,0.055,2,0.002,2,1.571,2,0.002,2,1.129,2,1.775,2,0.002,2,0.196,2,0.002,2,1.034,2,0.203,2,0.002,2,0.164,2,0.002,2,0.983,2,0.161,2,0.002,2,5.228,2,0.052,2,1.06,2,5.544,2,0.055,2,0.276,2,0.005,2,0.976,2,0.269,2,0.005,2,1023.66545,1.02366545,1027.272778,0.701,0.001,0.054,0.002,1.734,0.002,0.198,0.002,0.157,0.002,5.416,0.054,0.263,0.005,381.885
353,PS138_113-1-N17,PS138_113-1_23,PS138_113-1,85.038758,129.967674,17,Aug 29 2023,-1.6446,-1.6445,22.838,22.592,-1.6441,-1.6441,33.1679,33.1585,385.13,388.84,0.8582,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.663838,1.023663838,,,,,,,,,,,,,,,,
354,PS138_113-1-N18,PS138_113-1_23,PS138_113-1,85.038758,129.967674,18,Aug 29 2023,-1.6409,-1.64,22.836,22.59,-1.6405,-1.6396,33.1489,33.1569,385.87,388.72,0.822,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.649255,1.023649255,,,,,,,,,,,,,,,,
355,PS138_113-1-N19,PS138_113-1_23,PS138_113-1,85.038758,129.967674,19,Aug 29 2023,-1.6383,-1.6414,22.831,22.586,-1.6379,-1.641,33.1435,33.168,385.67,389.16,0.8754,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.64511,1.02364511,,,,,,,,,,,,,,,,
356,PS138_113-1-N20,PS138_113-1_10,PS138_113-1,85.038758,129.967674,20,Aug 29 2023,-1.6548,-1.6573,10.035,9.928,-1.6546,-1.6571,32.9873,32.9754,385.63,389.08,0.8862,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.525221,1.023525221,,,,,,,,,,,,,,,,
357,PS138_113-1-N21,PS138_113-1_10,PS138_113-1,85.038758,129.967674,21,Aug 29 2023,-1.6522,-1.6521,10.034,9.927,-1.652,-1.652,33.0022,33.003,386.73,390.35,0.9475,10,10,-1.4,395.2,2,,,,0.206,2,0.001,2,1.121,2,0.231,2,0.001,2,0.009,2,0.001,2,0.985,2,0.009,2,0,2,1.404,2,0.001,2,1.129,2,1.586,2,0.001,2,0.158,2,0.001,2,1.034,2,0.163,2,0.001,2,0.079,2,0.002,2,0.983,2,0.077,2,0.001,2,4.87,2,0.056,2,1.06,2,5.165,2,0.059,2,0.246,2,0.003,2,0.976,2,0.24,2,0.003,2,1023.536658,1.023536658,1027.133441,0.226,0.001,0.009,0,1.55,0.001,0.159,0.001,0.075,0.001,5.046,0.058,0.234,0.003,384.76
358,PS138_113-1-N22,PS138_113-1_2,PS138_113-1,85.038758,129.967674,22,Aug 29 2023,-1.6765,-1.68,1.985,1.964,-1.6764,-1.6799,32.8639,32.8529,385.15,388.65,0.6512,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.430508,1.023430508,,,,,,,,,,,,,,,,
359,PS138_113-1-N23,PS138_113-1_2,PS138_113-1,85.038758,129.967674,23,Aug 29 2023,-1.6683,-1.6674,1.975,1.954,-1.6683,-1.6674,32.8886,32.8926,384.78,388.26,0.5957,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.449466,1.023449466,,,,,,,,,,,,,,,,
360,PS138_113-1-N24,PS138_113-1_2,PS138_113-1,85.038758,129.967674,24,Aug 29 2023,-1.6669,-1.6675,1.969,1.947,-1.6669,-1.6675,32.8961,32.8949,384.49,387.84,0.606,2,2,-1.4,394.1,2,,,,0.15,2,0.001,2,1.121,2,0.168,2,0.001,2,-0.004,2,0,2,0.985,2,-0.004,2,0,2,1.397,2,0.003,2,1.129,2,1.577,2,0.004,2,0.141,2,0,2,1.034,2,0.145,2,0.001,2,0.025,2,0.002,2,0.983,2,0.025,2,0.002,2,4.314,2,0.018,2,1.06,2,4.575,2,0.019,2,0.214,2,0.002,2,0.976,2,0.209,2,0.002,2,1023.455222,1.023455222,1027.045339,0.164,0.001,-0.004,0,1.541,0.004,0.142,0.001,0.024,0.002,4.47,0.019,0.204,0.002,383.722
361,PS138_115-1-N1,PS138_115-1_4291,PS138_115-1,85.032392,129.947622,1,Aug 29 2023,-0.9245,-0.9237,4381.715,4290.664,-0.6268,-0.626,34.9411,34.9424,287.14,290.75,-0.0543,4291,4291,-0.7,304.3,2,-0.7,304.3,2,13.743,2,0.02,2,1.121,2,15.401,2,0.022,2,-0.01,2,0,2,0.985,2,-0.01,2,0,2,10.593,2,0.01,2,1.129,2,11.963,2,0.012,2,0.989,2,0.002,2,1.034,2,1.022,2,0.003,2,-0.011,2,0.004,2,0.983,2,-0.011,2,0.003,2,15.895,2,0.024,2,1.06,2,16.856,2,0.026,2,0.967,2,0.004,2,0.976,2,0.944,2,0.004,2,1025.024831,1.025024831,1028.70059,15.025,0.021,-0.01,0,11.671,0.012,0.997,0.003,-0.011,0.003,16.444,0.025,0.921,0.004,295.81
362,PS138_115-1-N2,PS138_115-1_4291,PS138_115-1,85.032392,129.947622,2,Aug 29 2023,-0.9244,-0.9237,4376.45,4285.56,-0.6272,-0.6266,34.9412,34.9425,286.7,290.8,-0.0543,4291,4286,-0.7,304.2,2,,,,13.691,2,0.001,2,1.121,2,15.343,2,0.001,2,-0.011,2,0,2,0.985,2,-0.011,2,0,2,10.589,2,0.002,2,1.129,2,11.959,2,0.002,2,0.99,2,0.003,2,1.034,2,1.023,2,0.003,2,-0.009,2,0,2,0.983,2,-0.008,2,0,2,15.802,2,0.009,2,1.06,2,16.758,2,0.01,2,0.959,2,0.001,2,0.976,2,0.936,2,0.001,2,1025.024908,1.025024908,1028.700673,14.968,0.001,-0.011,0,11.667,0.002,0.998,0.003,-0.008,0,16.349,0.01,0.913,0.001,295.713
363,PS138_115-1-N3,PS138_115-1_4270,PS138_115-1,85.032392,129.947622,3,Aug 29 2023,-0.9242,-0.9236,4365.364,4274.81,-0.6283,-0.6276,34.9411,34.9425,285.99,290.59,-0.0543,4270,4275,-0.7,303.9,2,,,,13.659,2,0.007,2,1.121,2,15.307,2,0.008,2,-0.011,2,0.001,2,0.985,2,-0.011,2,0,2,10.582,2,0.002,2,1.129,2,11.95,2,0.002,2,0.99,2,0.004,2,1.034,2,1.024,2,0.004,2,-0.011,2,0.005,2,0.983,2,-0.011,2,0.004,2,15.799,2,0.007,2,1.06,2,16.754,2,0.008,2,0.955,2,0.001,2,0.976,2,0.932,2,0.001,2,1025.024831,1.025024831,1028.70059,14.933,0.008,-0.011,0,11.658,0.002,0.999,0.004,-0.011,0.004,16.345,0.008,0.909,0.001,295.421
364,PS138_115-1-N4,PS138_115-1_4275,PS138_115-1,85.032392,129.947622,4,Aug 29 2023,-0.9242,-0.9237,4365.352,4274.799,-0.6283,-0.6277,34.9411,34.9426,286.91,290.59,-0.0549,4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.024831,1.025024831,,,,,,,,,,,,,,,,
365,PS138_115-1-N5,PS138_115-1_4094,PS138_115-1,85.032392,129.947622,5,Aug 30 2023,-0.9248,-0.9244,4179.279,4094.306,-0.6482,-0.6477,34.9414,34.9429,283.96,287.17,-0.0554,4094,4094,-0.6,304.3,2,,,,13.652,2,0.005,2,1.121,2,15.299,2,0.005,2,-0.01,2,0,2,0.985,2,-0.01,2,0,2,10.578,2,0.002,2,1.129,2,11.946,2,0.002,2,0.988,2,0.004,2,1.034,2,1.022,2,0.004,2,-0.01,2,0.001,2,0.983,2,-0.01,2,0.001,2,15.788,2,0.026,2,1.06,2,16.743,2,0.027,2,0.958,2,0.003,2,0.976,2,0.935,2,0.002,2,1025.025061,1.025025061,1028.694186,14.925,0.005,-0.01,0,11.654,0.002,0.997,0.004,-0.01,0.001,16.334,0.026,0.912,0.002,295.812
366,PS138_115-1-N6,PS138_115-1_3007,PS138_115-1,85.032392,129.947622,6,Aug 30 2023,-0.9108,-0.9107,3061.353,3006.766,-0.7378,-0.7377,34.9315,34.933,285.45,286.11,-0.0549,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.017463,1.025017463,,,,,,,,,,,,,,,,
367,PS138_115-1-N7,PS138_115-1_3007,PS138_115-1,85.032392,129.947622,7,Aug 30 2023,-0.9109,-0.9107,3061.447,3006.858,-0.7378,-0.7376,34.9313,34.933,285.75,286.63,-0.0543,3007,3006,-0.6,305.8,2,,,,13.721,2,0.013,2,1.121,2,15.376,2,0.014,2,-0.012,2,0,2,0.985,2,-0.012,2,0,2,10.394,2,0.002,2,1.129,2,11.738,2,0.002,2,0.992,2,0.005,2,1.034,2,1.025,2,0.005,2,-0.009,2,0,2,0.983,2,-0.008,2,0,2,15.994,2,0.029,2,1.06,2,16.962,2,0.03,2,0.96,2,0.002,2,0.976,2,0.936,2,0.001,2,1025.017309,1.025017309,1028.685833,15.001,0.014,-0.012,0,11.452,0.002,1,0.005,-0.008,0,16.548,0.029,0.913,0.001,297.272
368,PS138_115-1-N8,PS138_115-1_2001,PS138_115-1,85.032392,129.947622,8,Aug 30 2023,-0.76,-0.7599,2032.373,2000.91,-0.6617,-0.6615,34.9186,34.92,287.98,287.87,-0.0543,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.007561,1.025007561,,,,,,,,,,,,,,,,
369,PS138_115-1-N9,PS138_115-1_2001,PS138_115-1,85.032392,129.947622,9,Aug 30 2023,-0.7601,-0.7602,2032.741,2001.271,-0.6618,-0.6619,34.9186,34.92,287.58,288.1,-0.0543,2001,2001,-0.5,305.8,2,,,,13.569,2,0.003,2,1.121,2,15.206,2,0.004,2,-0.01,2,0,2,0.985,2,-0.01,2,0,2,9.87,2,0.002,2,1.129,2,11.147,2,0.003,2,0.978,2,0.002,2,1.034,2,1.011,2,0.002,2,-0.009,2,0.005,2,0.983,2,-0.009,2,0.005,2,15.906,2,0.002,2,1.06,2,16.868,2,0.002,2,0.952,2,0.001,2,0.976,2,0.929,2,0,2,1025.007561,1.025007561,1028.668557,14.835,0.004,-0.01,0,10.875,0.003,0.986,0.002,-0.009,0.005,16.456,0.002,0.906,0,297.277
