running ID,Niskin_Id,grouping_col,Event,Latitude,Longitude,Bottle,Date,Potemp090C,Potemp190C,PrDM,DepSM,T090C,T190C,Sal00,Sal11,Sbeox0_umol/L,Sbeox1_umol/L,FlECO-AFL,Spalte1,Depth_(m),Fix_Temp_C,C(O2)_umol/L,Flag,Fix_Temp_C_dup,C(O2)_umol/L_dup,Flag_dup,NO3+NO2_mean,QF,NO3+NO2_std,QF.1,NO3+NO2_CF,QF.2,NO3+NO2_c_mean,QF.3,NO3+NO2_c_std,QF.4,NO2_mean,QF.5,NO2_std,QF.6,NO2_CF,QF.7,NO2_c_mean,QF.8,NO2_c_std,QF.9,Si(OH)4_mean,QF.10,Si(OH)4_std,QF.11,Si(OH)4_CF,QF.12,Si(OH)4_c_mean,QF.13,Si(OH)4_c_std,QF.14,PO4_mean,QF.15,PO4_std,QF.16,PO4_CF,QF.17,PO4_c_mean,QF.18,PO4_c_std,QF.19,NH4_mean,QF.20,NH4_std,QF.21,NH4_CF,QF.22,NH4_c_mean,QF.23,NH4_c_std,QF.24,TDN_mean,QF.25,TDN_std,QF.26,TDN_CF,QF.27,TDN_c_mean,QF.28,TDN_c_std,QF.29,TDP_mean,QF.30,TDP_std,QF.31,TDP_CF,QF.32,TDP_c_mean,QF.33,TDP_c_std,QF.34,Density_at_lab_temp,Density_Anomaly_at_lab_temp,Density_at_fix_temp,NO3+NO2_c_mean_umolkg,NO3+NO2_c_std_umolkg,NO2_c_mean_umolkg,NO2_c_std_umolkg,Si(OH)4_c_mean_umolkg,Si(OH)4_c_std_umolkg,PO4_c_mean_umolkg,PO4_c_std_umolkg,NH4_c_mean_umolkg,NH4_c_std_umolkg,TDN_c_mean_umolkg,TDN_c_std_umolkg,TDP_c_mean_umolkg,TDP_c_std_umolkg,C(O2)_umol/L_umolkg
770,PS138_204-1-N2,PS138_204-1_1000,PS138_204-1,86.660522,60.061683,2,Sep 17 2023,-0.0268,-0.0281,1013.532,1000.225,0.0187,0.0174,34.9023,34.9034,296.64,299.11,-0.0554,1000,1000,-0.2,309.2,-1,,,,12.407,2,0,2,1.07,2,13.274,2,0,2,0.003,2,0,2,0.963,2,0.003,2,0,2,6.542,2,0,2,1.119,2,7.318,2,0,2,0.87,2,0,2,1.032,2,0.898,2,0,2,0.011,2,0,2,0.978,2,0.011,2,0,2,16.317,2,0,2,0.965,2,15.742,2,0,2,0.852,2,0,2,1.051,2,0.896,2,0,2,1024.995051,1.024995051,1028.634,12.95,0,0.003,0,7.14,0,0.876,0,0.011,0,15.358,0,0.874,0,300.593
771,PS138_204-1-N3,PS138_204-1_500,PS138_204-1,86.660522,60.061683,3,Sep 18 2023,0.9039,0.9026,506.014,499.977,0.9282,0.9269,34.8801,34.881,297.21,298.97,-0.056,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.978011,1.024978011,,,,,,,,,,,,,,,,
772,PS138_204-1-N4,PS138_204-1_500,PS138_204-1,86.660522,60.061683,4,Sep 18 2023,0.9041,0.9031,506.049,500.012,0.9283,0.9273,34.8803,34.8811,297.37,299,-0.0549,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.978165,1.024978165,,,,,,,,,,,,,,,,
773,PS138_204-1-N5,PS138_204-1_500,PS138_204-1,86.660522,60.061683,5,Sep 18 2023,0.9042,0.9024,506.068,500.031,0.9285,0.9266,34.8803,34.8811,296.67,298.5,-0.0543,500,500,0.3,308.8,-1,,,,11.504,2,0.002,2,1.07,2,12.307,2,0.002,2,0.004,2,0.001,2,0.963,2,0.003,2,0,2,4.934,2,0,2,1.119,2,5.52,2,0.001,2,0.795,2,0,2,1.032,2,0.821,2,0,2,0.002,2,0.009,2,0.978,2,0.002,2,0.009,2,15.38,2,0.03,2,0.965,2,14.837,2,0.028,2,0.792,2,0,2,1.051,2,0.833,2,0,2,1024.978165,1.024978165,1028.578165,12.007,0.002,0.003,0,5.385,0.001,0.801,0,0.002,0.009,14.475,0.027,0.813,0,300.22
774,PS138_204-1-N6,PS138_204-1_350,PS138_204-1,86.660522,60.061683,6,Sep 18 2023,1.4247,1.4222,353.985,349.89,1.4426,1.4402,34.886,34.8867,295.5,296.34,-0.0543,350,350,0.7,306.2,-1,,,,11.692,2,0.003,2,1.07,2,12.508,2,0.003,2,0.005,2,0.001,2,0.963,2,0.005,2,0.001,2,4.77,2,0.001,2,1.119,2,5.336,2,0.001,2,0.794,2,0.001,2,1.032,2,0.819,2,0.001,2,-0.009,2,0,2,0.978,2,-0.009,2,0,2,15.478,2,0.003,2,0.965,2,14.932,2,0.003,2,0.789,2,0.004,2,1.051,2,0.83,2,0.004,2,1024.98254,1.02498254,1028.550413,12.203,0.003,0.005,0.001,5.206,0.001,0.799,0.001,-0.009,0,14.568,0.003,0.81,0.004,297.701
775,PS138_204-1-N7,PS138_204-1_200,PS138_204-1,86.660522,60.061683,7,Sep 18 2023,1.3429,1.3434,202.328,200.061,1.3527,1.3532,34.8366,34.838,294.17,294.86,-0.0549,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.944624,1.024944624,,,,,,,,,,,,,,,,
776,PS138_204-1-N8,PS138_204-1_200,PS138_204-1,86.660522,60.061683,8,Sep 18 2023,1.3423,1.3439,202.325,200.058,1.3521,1.3537,34.8363,34.8387,293.22,294.7,-0.0543,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.944393,1.024944393,,,,,,,,,,,,,,,,
777,PS138_204-1-N9,PS138_204-1_200,PS138_204-1,86.660522,60.061683,9,Sep 18 2023,1.3421,1.3439,202.325,200.058,1.3519,1.3537,34.8363,34.8381,293.4,294.98,-0.0549,200,200,0.8,303.8,-1,,,,11.55,2,0.002,2,1.07,2,12.358,2,0.002,2,0.006,2,0,2,0.963,2,0.006,2,0,2,4.447,2,0.002,2,1.119,2,4.975,2,0.003,2,0.788,2,0,2,1.032,2,0.814,2,0,2,-0.02,2,0.001,2,0.978,2,-0.02,2,0.001,2,15.444,2,0.01,2,0.965,2,14.9,2,0.01,2,0.788,2,0.001,2,1.051,2,0.828,2,0.001,2,1024.944393,1.024944393,1028.501169,12.057,0.002,0.006,0,4.854,0.003,0.794,0,-0.02,0.001,14.537,0.01,0.808,0.001,295.381
778,PS138_204-1-N10,PS138_204-1_155,PS138_204-1,86.660522,60.061683,10,Sep 18 2023,1.295,1.3027,156.701,154.962,1.3024,1.3102,34.8229,34.8253,292.67,294.4,-0.0543,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.934108,1.024934108,,,,,,,,,,,,,,,,
779,PS138_204-1-N11,PS138_204-1_155,PS138_204-1,86.660522,60.061683,11,Sep 18 2023,1.2948,1.3042,156.705,154.966,1.3023,1.3117,34.8227,34.8247,293.42,294.6,-0.0543,155,155,0.7,303,-1,0.7,303,-1,11.444,2,0.03,2,1.07,2,12.244,2,0.032,2,0.006,2,0.001,2,0.963,2,0.006,2,0.001,2,4.346,2,0.003,2,1.119,2,4.861,2,0.004,2,0.783,2,0.002,2,1.032,2,0.809,2,0.002,2,-0.019,2,0.001,2,0.978,2,-0.018,2,0.001,2,15.312,2,0.016,2,0.965,2,14.772,2,0.015,2,0.783,2,0.002,2,1.051,2,0.823,2,0.002,2,1024.933955,1.024933955,1028.498401,11.946,0.031,0.006,0.001,4.743,0.004,0.789,0.002,-0.018,0.001,14.413,0.015,0.803,0.002,294.604
780,PS138_204-1-N12,PS138_204-1_10,PS138_204-1,86.660522,60.061683,12,Sep 18 2023,-0.2968,-0.2984,100.532,99.43,-0.2935,-0.295,34.4976,34.4992,309.75,310.98,-0.0268,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.684429,1.024684429,,,,,,,,,,,,,,,,
781,PS138_204-1-N13,PS138_204-1_99,PS138_204-1,86.660522,60.061683,13,Sep 18 2023,-0.3183,-0.3311,100.528,99.426,-0.315,-0.3277,34.4882,34.4978,309.83,311.38,-0.0262,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.677214,1.024677214,,,,,,,,,,,,,,,,
782,PS138_204-1-N14,PS138_204-1_99,PS138_204-1,86.660522,60.061683,14,Sep 18 2023,-0.34,-0.3365,100.536,99.433,-0.3367,-0.3332,34.4854,34.4879,310.23,311.51,-0.0262,99,100,-0.3,319.3,-1,,,,8.415,2,0.002,2,1.07,2,9.002,2,0.002,2,0.009,2,0.001,2,0.963,2,0.009,2,0,2,2.972,2,0,2,1.119,2,3.325,2,0,2,0.628,2,0.001,2,1.032,2,0.648,2,0.001,2,-0.014,2,0.005,2,0.978,2,-0.014,2,0.005,2,12.425,2,0,2,0.965,2,11.988,2,0,2,0.639,2,0.002,2,1.051,2,0.672,2,0.002,2,1024.675065,1.024675065,1028.296912,8.785,0.002,0.009,0,3.245,0,0.632,0.001,-0.014,0.005,11.699,0,0.656,0.002,310.513
783,PS138_204-1-N15,PS138_204-1_50,PS138_204-1,86.660522,60.061683,15,Sep 18 2023,-1.7261,-1.7147,50.512,49.964,-1.7251,-1.7137,34.0366,34.0524,358.98,360.52,0.214,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.330596,1.024330596,,,,,,,,,,,,,,,,
784,PS138_204-1-N16,PS138_204-1_50,PS138_204-1,86.660522,60.061683,16,Sep 18 2023,-1.7299,-1.7207,50.51,49.962,-1.729,-1.7197,34.0309,34.0435,358.87,360.68,0.1985,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.326221,1.024326221,,,,,,,,,,,,,,,,
785,PS138_204-1-N17,PS138_204-1_50,PS138_204-1,86.660522,60.061683,17,Sep 18 2023,-1.7317,-1.7234,50.518,49.97,-1.7307,-1.7224,34.0293,34.0369,359.04,360.61,0.1985,50,50,-1.4,366,-1,-1.4,366,-1,3.478,2,0.007,2,1.07,2,3.721,2,0.008,2,0.041,2,0.002,2,0.963,2,0.039,2,0.001,2,1.649,2,0.002,2,1.119,2,1.844,2,0.003,2,0.33,2,0.001,2,1.032,2,0.341,2,0.001,2,-0.012,2,0.006,2,0.978,2,-0.012,2,0.006,2,7.774,2,0.019,2,0.965,2,7.5,2,0.019,2,0.371,2,0.003,2,1.051,2,0.39,2,0.003,2,1024.324993,1.024324993,1027.986315,3.633,0.008,0.038,0.001,1.8,0.003,0.333,0.001,-0.012,0.006,7.322,0.019,0.381,0.003,356.036
786,PS138_204-1-N18,PS138_204-1_15,PS138_204-1,86.660522,60.061683,18,Sep 18 2023,-1.7424,-1.7417,14.967,14.806,-1.7421,-1.7414,32.6351,32.6378,375.42,377.72,0.5355,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.254896,1.023254896,,,,,,,,,,,,,,,,
787,PS138_204-1-N19,PS138_204-1_15,PS138_204-1,86.660522,60.061683,19,Sep 18 2023,-1.7396,-1.7428,14.965,14.804,-1.7394,-1.7426,32.6364,32.6347,374.89,377.45,0.4701,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.255893,1.023255893,,,,,,,,,,,,,,,,
788,PS138_204-1-N20,PS138_204-1_15,PS138_204-1,86.660522,60.061683,20,Sep 18 2023,-1.7431,-1.7435,14.968,14.807,-1.7428,-1.7433,32.6336,32.6364,375.52,378.14,0.4386,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.253744,1.023253744,,,,,,,,,,,,,,,,
789,PS138_204-1-N21,PS138_204-1_15,PS138_204-1,86.660522,60.061683,21,Sep 18 2023,-1.7431,-1.7428,14.967,14.806,-1.7428,-1.7426,32.6354,32.6357,375.47,377.94,0.5074,15,15,-1.4,386.4,-1,,,,0.416,2,0,2,1.07,2,0.445,2,0,2,0.037,2,0.001,2,0.963,2,0.036,2,0,2,1.526,2,0,2,1.119,2,1.707,2,0,2,0.166,2,0,2,1.032,2,0.171,2,0,2,0.283,2,0.003,2,0.978,2,0.277,2,0.003,2,5.485,2,0.033,2,0.965,2,5.291,2,0.031,2,0.228,2,0.002,2,1.051,2,0.239,2,0.002,2,1023.255126,1.023255126,1026.828861,0.435,0,0.035,0,1.668,0,0.167,0,0.271,0.003,5.171,0.03,0.234,0.002,376.304
790,PS138_204-1-N22,PS138_204-1_10,PS138_204-1,86.660522,60.061683,22,Sep 18 2023,-1.7461,-1.7464,10.158,10.049,-1.746,-1.7463,32.619,32.6189,374.87,378.07,0.4518,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.242538,1.023242538,,,,,,,,,,,,,,,,
791,PS138_204-1-N23,PS138_204-1_10,PS138_204-1,86.660522,60.061683,23,Sep 18 2023,-1.7407,-1.7414,10.151,10.042,-1.7406,-1.7412,32.6234,32.6249,375.2,377.48,0.4994,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023.245915,1.023245915,,,,,,,,,,,,,,,,
792,PS138_204-1-N24,PS138_204-1_10,PS138_204-1,86.660522,60.061683,24,Sep 18 2023,-1.7442,-1.7435,10.142,10.033,-1.744,-1.7433,32.6285,32.6284,375.55,377.73,0.4782,10,10,-1.5,386.3,-1,,,,0.16,2,0.002,2,1.07,2,0.171,2,0.002,2,0.01,2,0,2,0.963,2,0.01,2,0,2,1.474,2,0.005,2,1.119,2,1.649,2,0.006,2,0.129,2,0.003,2,1.032,2,0.133,2,0.003,2,0.083,2,0.007,2,0.978,2,0.081,2,0.007,2,5.119,2,0.008,2,0.965,2,4.938,2,0.008,2,0.204,2,0,2,1.051,2,0.214,2,0,2,1023.24983,1.02324983,1026.827721,0.167,0.002,0.01,0,1.612,0.006,0.13,0.003,0.079,0.007,4.826,0.008,0.209,0,376.207
793,PS138_205-1-N1,PS138_205-1_2765,PS138_205-1,86.330173,60.061745,1,Sep 18 2023,-0.902,-0.9014,2814.078,2765.427,-0.749,-0.7484,34.9296,34.9306,287.99,292.11,-0.0549,2765,2765.4,-0.7,302,4,-0.7,302,4,14.364,2,0.01,2,1.07,2,15.368,2,0.01,2,0.003,2,0,2,0.963,2,0.003,2,0,2,10.444,2,0.003,2,1.119,2,11.683,2,0.003,2,0.979,2,0.001,2,1.032,2,1.011,2,0.001,2,-0.004,2,0.006,2,0.978,2,-0.004,2,0.006,2,17.688,2,0.049,2,0.965,2,17.064,2,0.047,2,0.945,2,0.002,2,1.051,2,0.994,2,0.002,2,1025.016004,1.025016004,1028.691075,14.993,0.01,0.003,0,11.398,0.003,0.986,0.001,-0.004,0.006,16.648,0.046,0.97,0.002,293.577
794,PS138_205-1-N2,PS138_205-1_2562,PS138_205-1,86.330173,60.061745,2,Sep 18 2023,-0.8881,-0.8879,2606.252,2562.427,-0.751,-0.7508,34.9265,34.9275,289.94,293.15,-0.0543,2562,2562,-0.7,306.6,2,,,,14.34,2,0.013,2,1.07,2,15.343,2,0.014,2,0.005,2,0.001,2,0.963,2,0.004,2,0,2,10.361,2,0.011,2,1.119,2,11.591,2,0.013,2,0.978,2,0.002,2,1.032,2,1.009,2,0.002,2,0.007,2,0.007,2,0.978,2,0.007,2,0.007,2,17.62,2,0.014,2,0.965,2,16.999,2,0.014,2,0.947,2,0,2,1.051,2,0.996,2,0,2,1025.013625,1.025013625,1028.68851,14.969,0.014,0.004,0,11.308,0.013,0.984,0.002,0.007,0.007,16.584,0.014,0.972,0,298.049
795,PS138_205-1-N3,PS138_205-1_2000,PS138_205-1,86.330173,60.061745,3,Sep 18 2023,-0.8013,-0.8012,2031.92,2000.43,-0.7037,-0.7036,34.9191,34.9201,291.08,293.95,-0.0543,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1025.007945,1.025007945,,,,,,,,,,,,,,,,
796,PS138_205-1-N4,PS138_205-1_2000,PS138_205-1,86.330173,60.061745,4,Sep 18 2023,-0.8013,-0.801,2031.987,2000.495,-0.7037,-0.7034,34.9191,34.9202,290.51,294.19,-0.0543,2000,2000,-0.7,306.3,2,,,,14.265,2,0.005,2,1.07,2,15.262,2,0.005,2,0.005,2,0.001,2,0.963,2,0.004,2,0,2,9.966,2,0.001,2,1.119,2,11.149,2,0.001,2,0.97,2,0.001,2,1.032,2,1.001,2,0.001,2,-0.011,2,0.004,2,0.978,2,-0.01,2,0.003,2,17.602,2,0.039,2,0.965,2,16.981,2,0.037,2,0.94,2,0.002,2,1.051,2,0.989,2,0.002,2,1025.007945,1.025007945,1028.682387,14.89,0.005,0.004,0,10.877,0.001,0.977,0.001,-0.01,0.003,16.567,0.036,0.965,0.002,297.76
797,PS138_205-1-N5,PS138_205-1_1001,PS138_205-1,86.330173,60.061745,5,Sep 18 2023,-0.1847,-0.183,1013.859,1000.55,-0.1405,-0.1388,34.9077,34.9078,296.64,298.77,-0.0554,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.999195,1.024999195,,,,,,,,,,,,,,,,
798,PS138_205-1-N6,PS138_205-1_1001,PS138_205-1,86.330173,60.061745,6,Sep 18 2023,-0.182,-0.1811,1013.888,1000.579,-0.1377,-0.1369,34.9067,34.9078,296.46,299.15,-0.0543,1001,1000,-0.2,309.2,2,,,,12.919,2,0.007,2,1.07,2,13.822,2,0.008,2,0.004,2,0,2,0.963,2,0.004,2,0,2,7.095,2,0.005,2,1.119,2,7.937,2,0.006,2,0.886,2,0,2,1.032,2,0.915,2,0,2,-0.005,2,0.002,2,0.978,2,-0.005,2,0.002,2,16.45,2,0.008,2,0.965,2,15.87,2,0.007,2,0.869,2,0.001,2,1.051,2,0.913,2,0.001,2,1024.998428,1.024998428,1028.637631,13.485,0.008,0.004,0,7.743,0.006,0.893,0,-0.005,0.002,15.483,0.007,0.891,0.001,300.592
799,PS138_205-1-N7,PS138_205-1_750,PS138_205-1,86.330173,60.061745,7,Sep 18 2023,0.2659,0.2658,759.474,749.96,0.3001,0.2999,34.9016,34.9028,296.54,298.7,-0.0543,750,750,0.2,309.4,2,,,,12.444,2,0.005,2,1.07,2,13.313,2,0.006,2,0.004,2,0,2,0.963,2,0.004,2,0,2,6.155,2,0,2,1.119,2,6.885,2,0,2,0.857,2,0.001,2,1.032,2,0.884,2,0.001,2,-0.033,2,0.005,2,0.978,2,-0.032,2,0.005,2,16.002,2,0.002,2,0.965,2,15.438,2,0.002,2,0.841,2,0.004,2,1.051,2,0.884,2,0.004,2,1024.994513,1.024994513,1028.603501,12.988,0.006,0.004,0,6.717,0,0.862,0.001,-0.031,0.005,15.062,0.002,0.862,0.004,300.796
800,PS138_205-1-N8,PS138_205-1_499,PS138_205-1,86.330173,60.061745,8,Sep 18 2023,1.0511,1.0508,505.5,499.473,1.0759,1.0756,34.9041,34.9045,295.66,297.97,-0.0543,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.996432,1.024996432,,,,,,,,,,,,,,,,
801,PS138_205-1-N9,PS138_205-1_499,PS138_205-1,86.330173,60.061745,9,Sep 18 2023,1.0526,1.052,505.527,499.498,1.0774,1.0768,34.9041,34.9053,295.75,297.82,-0.0543,499,500,0.7,307.5,2,,,,12.09,2,0.013,2,1.07,2,12.934,2,0.014,2,0.006,2,0,2,0.963,2,0.006,2,0,2,5.325,2,0.001,2,1.119,2,5.956,2,0.002,2,0.823,2,0,2,1.032,2,0.85,2,0,2,-0.024,2,0.009,2,0.978,2,-0.023,2,0.008,2,15.713,2,0.005,2,0.965,2,15.16,2,0.004,2,0.81,2,0.001,2,1.051,2,0.851,2,0.001,2,1024.996432,1.024996432,1028.565285,12.619,0.014,0.006,0,5.811,0.002,0.829,0,-0.022,0.008,14.79,0.004,0.83,0.001,298.96
802,PS138_205-1-N10,PS138_205-1_400,PS138_205-1,86.330173,60.061745,10,Sep 18 2023,1.3601,1.3609,404.925,400.194,1.3807,1.3815,34.9035,34.904,295.17,297.16,-0.0543,400,400,0.9,306.3,2,,,,12.003,2,0.006,2,1.07,2,12.842,2,0.006,2,0.005,2,0.001,2,0.963,2,0.005,2,0,2,5.051,2,0.002,2,1.119,2,5.651,2,0.002,2,0.812,2,0,2,1.032,2,0.839,2,0.001,2,-0.029,2,0.003,2,0.978,2,-0.028,2,0.003,2,15.631,2,0.017,2,0.965,2,15.081,2,0.017,2,0.8,2,0.001,2,1.051,2,0.841,2,0.001,2,1024.995972,1.024995972,1028.5478,12.529,0.006,0.005,0,5.513,0.002,0.819,0.001,-0.027,0.003,14.713,0.017,0.82,0.001,297.799
803,PS138_205-1-N11,PS138_205-1_301,PS138_205-1,86.330173,60.061745,11,Sep 18 2023,1.4992,1.5018,303.98,300.501,1.5147,1.5173,34.8861,34.8889,296.46,297.78,-0.0543,301,300,1.1,307.2,2,,,,11.753,2,0.01,2,1.07,2,12.574,2,0.011,2,0.006,2,0,2,0.963,2,0.006,2,0,2,4.715,2,0.003,2,1.119,2,5.274,2,0.004,2,0.796,2,0.001,2,1.032,2,0.822,2,0.001,2,-0.027,2,0.004,2,0.978,2,-0.026,2,0.004,2,15.43,2,0.01,2,0.965,2,14.886,2,0.01,2,0.784,2,0.001,2,1.051,2,0.824,2,0.001,2,1024.982617,1.024982617,1028.516039,12.268,0.011,0.006,0,5.145,0.004,0.802,0.001,-0.025,0.004,14.523,0.01,0.804,0.001,298.683
804,PS138_205-1-N12,PS138_205-1_200,PS138_205-1,86.330173,60.061745,12,Sep 18 2023,1.418,1.4222,202.475,200.207,1.428,1.4322,34.8398,34.8412,294.45,296.15,-0.0554,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.94708,1.02494708,,,,,,,,,,,,,,,,
805,PS138_205-1-N13,PS138_205-1_200,PS138_205-1,86.330173,60.061745,13,Sep 18 2023,1.4173,1.4211,202.472,200.204,1.4273,1.4311,34.8393,34.8407,294.57,296.03,-0.0549,200,200,1,305.2,2,1,305.2,2,11.55,2,0.013,2,1.07,2,12.357,2,0.014,2,0.007,2,0.001,2,0.963,2,0.007,2,0,2,4.411,2,0.002,2,1.119,2,4.934,2,0.002,2,0.789,2,0.01,2,1.032,2,0.815,2,0.01,2,-0.037,2,0.006,2,0.978,2,-0.036,2,0.006,2,15.269,2,0.015,2,0.965,2,14.731,2,0.014,2,0.78,2,0.003,2,1.051,2,0.82,2,0.003,2,1024.946696,1.024946696,1028.486442,12.056,0.014,0.007,0,4.814,0.002,0.795,0.01,-0.035,0.006,14.372,0.014,0.8,0.003,296.747
806,PS138_205-1-N14,PS138_205-1_150,PS138_205-1,86.330173,60.061745,14,Sep 18 2023,1.2667,1.2969,151.194,149.519,1.2739,1.3041,34.7713,34.7843,296.51,298.29,-0.0543,150,150,1.1,306.5,2,,,,11.431,2,0.007,2,1.07,2,12.23,2,0.007,2,0.007,2,0,2,0.963,2,0.007,2,0,2,4.359,2,0.002,2,1.119,2,4.876,2,0.002,2,0.779,2,0,2,1.032,2,0.804,2,0,2,-0.041,2,0.003,2,0.978,2,-0.041,2,0.003,2,15.204,2,0.004,2,0.965,2,14.668,2,0.003,2,0.773,2,0.001,2,1.051,2,0.813,2,0.001,2,1024.894504,1.024894504,1028.421893,11.933,0.007,0.007,0,4.758,0.002,0.784,0,-0.04,0.003,14.312,0.003,0.793,0.001,298.029
807,PS138_205-1-N15,PS138_205-1_101,PS138_205-1,86.330173,60.061745,15,Sep 18 2023,-0.5701,-0.5353,101.938,100.82,-0.567,-0.5321,34.4456,34.4404,313.26,315.69,-0.0273,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.644517,1.024644517,,,,,,,,,,,,,,,,
808,PS138_205-1-N16,PS138_205-1_101,PS138_205-1,86.330173,60.061745,16,Sep 18 2023,-0.565,-0.5417,101.941,100.824,-0.5619,-0.5385,34.448,34.452,313.65,315.92,-0.0199,101,101,0.1,316.8,2,,,,9.237,2,0.02,2,1.07,2,9.882,2,0.021,2,0.01,2,0,2,0.963,2,0.01,2,0,2,3.297,2,0.002,2,1.119,2,3.689,2,0.002,2,0.667,2,0.001,2,1.032,2,0.689,2,0.001,2,-0.042,2,0,2,0.978,2,-0.041,2,0,2,13.099,2,0.007,2,0.965,2,12.638,2,0.007,2,0.677,2,0.003,2,1.051,2,0.712,2,0.003,2,1024.64636,1.02464636,1028.237369,9.644,0.02,0.01,0,3.6,0.002,0.672,0.001,-0.04,0,12.334,0.007,0.695,0.003,308.1
809,PS138_205-1-N17,PS138_205-1_101,PS138_205-1,86.330173,60.061745,17,Sep 18 2023,-1.7769,-1.7773,75.827,75,-1.7754,-1.7758,34.2358,34.2362,360.54,362.93,0.0547,101,75,-1.5,371.7,2,,,,3.72,2,0.003,2,1.07,2,3.98,2,0.003,2,0.018,2,0,2,0.963,2,0.017,2,0,2,1.359,2,0,2,1.119,2,1.52,2,0.001,2,0.334,2,0.001,2,1.032,2,0.344,2,0.001,2,-0.043,2,0.001,2,0.978,2,-0.042,2,0.001,2,7.653,2,0.009,2,0.965,2,7.383,2,0.009,2,0.368,2,0.001,2,1.051,2,0.387,2,0.001,2,1024.483489,1.024483489,1028.16307,3.885,0.003,0.017,0,1.484,0.001,0.336,0.001,-0.041,0.001,7.207,0.009,0.378,0.001,361.519
810,PS138_205-1-N18,PS138_205-1_50,PS138_205-1,86.330173,60.061745,18,Sep 18 2023,-1.6965,-1.6999,50.479,49.932,-1.6955,-1.6989,34.1578,34.1474,354.65,356.94,0.1693,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024.423621,1.024423621,,,,,,,,,,,,,,,,
